,Unnamed: 0,date,total_vaccinations_Wales,people_vaccinated_Wales,people_fully_vaccinated_Wales,daily_vaccinations_Wales,total_vaccinations_Canada,people_vaccinated_Canada,people_fully_vaccinated_Canada,daily_vaccinations_Canada,total_vaccinations_Argentina,people_vaccinated_Argentina,people_fully_vaccinated_Argentina,daily_vaccinations_Argentina,total_vaccinations_Albania,people_vaccinated_Albania,people_fully_vaccinated_Albania,daily_vaccinations_Albania,total_vaccinations_Rwanda,people_vaccinated_Rwanda,people_fully_vaccinated_Rwanda,daily_vaccinations_Rwanda,total_vaccinations_USA,people_vaccinated_USA,people_fully_vaccinated_USA,daily_vaccinations_USA,total_vaccinations_Germany,people_vaccinated_Germany,people_fully_vaccinated_Germany,daily_vaccinations_Germany,total_vaccinations_Bulgaria,people_vaccinated_Bulgaria,people_fully_vaccinated_Bulgaria,daily_vaccinations_Bulgaria,total_vaccinations_Singapore,people_vaccinated_Singapore,people_fully_vaccinated_Singapore,daily_vaccinations_Singapore,total_vaccinations_Belgium,people_vaccinated_Belgium,people_fully_vaccinated_Belgium,daily_vaccinations_Belgium,total_vaccinations_Lithuania,people_vaccinated_Lithuania,people_fully_vaccinated_Lithuania,daily_vaccinations_Lithuania,total_vaccinations_Scotland,people_vaccinated_Scotland,people_fully_vaccinated_Scotland,daily_vaccinations_Scotland
184,184,2021-07-13,4138755.0,2277055.0,1861700.0,15211.0,43663362.0,26409089.0,17251309.0,463312.0,26499619.0,21211252.0,5288046.0,349872.0,,,,,,398056.0,,5958.0,,,,,83947341.0,49567698.0,36552401.0,631588.0,,,,8420.0,6456223.0,4046964.0,2409259.0,73573.0,12587200.0,7716650.0,5171434.0,128833.0,2380873.0,1285241.0,1157708.0,10515.0,6863350.0,3948446.0,2914904.0,23467.0
185,185,2021-07-14,4154913.0,2278204.0,1876709.0,14672.0,44089772.0,26452910.0,17633834.0,452309.0,26897755.0,21575255.0,5322174.0,349052.0,,,,,,,,7723.0,,,,,84927654.0,49796927.0,37326539.0,628749.0,,,,7805.0,6520369.0,4071529.0,2448840.0,71723.0,12735444.0,7752009.0,5287632.0,127081.0,2389684.0,1289557.0,1163379.0,9451.0,6883679.0,3956549.0,2927130.0,22418.0
186,186,2021-07-15,4171221.0,2279139.0,1892082.0,14635.0,44528300.0,26498406.0,18026795.0,426153.0,27297464.0,21919243.0,5377890.0,347538.0,,,,,,,,9487.0,,,,,85699773.0,49992849.0,37925376.0,617359.0,,,,7268.0,6587755.0,4094131.0,2493624.0,70494.0,12871758.0,7784079.0,5395216.0,122814.0,2400539.0,1296238.0,1170385.0,8578.0,6903704.0,3963502.0,2940202.0,21225.0
187,187,2021-07-16,4186094.0,2280674.0,1905420.0,14853.0,44960292.0,26544338.0,18412793.0,409834.0,27753508.0,22274958.0,5478216.0,361635.0,,,,,,,,11252.0,,,,,86364133.0,50168390.0,38436569.0,603562.0,,,,6836.0,6669929.0,4117618.0,2552311.0,70703.0,13010399.0,7814639.0,5506562.0,121382.0,2413053.0,1302588.0,1178924.0,8302.0,6924802.0,3970026.0,2954776.0,20507.0
188,188,2021-07-17,4199989.0,2281644.0,1918345.0,14466.0,45262147.0,26577081.0,18681854.0,400689.0,28075797.0,22504062.0,5571395.0,360286.0,,,,,,,,12921.0,,,,,86637810.0,50258860.0,38638330.0,593394.0,,,,7587.0,6746627.0,4136742.0,2609885.0,70935.0,13112963.0,7833601.0,5591838.0,117455.0,2416191.0,1304453.0,1180767.0,8157.0,6942076.0,3976022.0,2966054.0,19477.0
189,189,2021-07-18,4207494.0,2282410.0,1925084.0,14360.0,45487491.0,26600873.0,18883349.0,392053.0,28243888.0,22634929.0,5608617.0,360656.0,,,,,,,,12921.0,,,,,86838873.0,50330661.0,38778814.0,589408.0,,,,8505.0,6814270.0,4153507.0,2660763.0,70893.0,13128065.0,7837078.0,5604009.0,115128.0,2417728.0,1305370.0,1181545.0,8335.0,6960696.0,3981950.0,2978746.0,19002.0
190,190,2021-07-19,4216656.0,2282992.0,1933664.0,13550.0,45913764.0,26643869.0,19266611.0,380834.0,28662359.0,22968025.0,5693991.0,365163.0,,,,,,,,12921.0,,,,,87222588.0,50437805.0,39069670.0,577142.0,,,,8521.0,6857528.0,4166099.0,2691429.0,66532.0,13257588.0,7857626.0,5714611.0,112645.0,2428625.0,1309954.0,1188666.0,8240.0,6979519.0,3984433.0,2995086.0,19199.0
191,191,2021-07-20,4230591.0,2284065.0,1946526.0,13119.0,46248907.0,26680105.0,19565469.0,369364.0,29110604.0,23208054.0,5902199.0,372998.0,,,,,,,,12921.0,,,,,87833241.0,50579997.0,39552460.0,555129.0,,,,8521.0,6858635.0,4166803.0,2691832.0,57487.0,13380222.0,7884140.0,5812818.0,113289.0,2440183.0,1317085.0,1194844.0,8473.0,6997579.0,3987074.0,3010505.0,19176.0
192,192,2021-07-21,4244759.0,2285118.0,1959641.0,12835.0,46634390.0,26719846.0,19911150.0,363517.0,29530291.0,23530510.0,5999421.0,376077.0,,,,,,,,12921.0,,,,,88592682.0,50750675.0,40155193.0,523575.0,,,,8521.0,6932111.0,4186481.0,2745630.0,58820.0,13481299.0,7898234.0,5901249.0,106551.0,2453237.0,1325160.0,1200577.0,9079.0,7018198.0,3989927.0,3028271.0,19217.0
193,193,2021-07-22,4259350.0,2286154.0,1973196.0,12590.0,47015757.0,26762054.0,20250237.0,355351.0,29916891.0,23850829.0,6065701.0,374204.0,,,,,,418773.0,,12921.0,,,,,89218483.0,50887397.0,40657914.0,502673.0,,,,8521.0,7001374.0,4204138.0,2797236.0,59088.0,13666973.0,7926301.0,6060767.0,113602.0,2470205.0,1337052.0,1207199.0,9952.0,7037130.0,3992327.0,3044803.0,19061.0
194,194,2021-07-23,4272058.0,2287011.0,1985047.0,12281.0,47370865.0,26802924.0,20564400.0,344368.0,30324246.0,24168592.0,6155289.0,367248.0,,,,,,423182.0,,12921.0,,,,,89794069.0,51020871.0,41118375.0,489991.0,,,,8521.0,7081515.0,4220596.0,2860919.0,58798.0,13830859.0,7951322.0,6202293.0,117209.0,2486184.0,1348807.0,1213191.0,10447.0,7059324.0,3994883.0,3064441.0,19217.0
195,195,2021-07-24,4282035.0,2288219.0,1993816.0,11721.0,47619920.0,26833628.0,20782670.0,336825.0,30561709.0,24354962.0,6206380.0,355130.0,,,,,,,,12921.0,,,,,90006925.0,51086372.0,41277473.0,481302.0,,,,8521.0,7151622.0,4233736.0,2917886.0,57856.0,13929019.0,7967638.0,6285267.0,116579.0,2490078.0,1351939.0,1214579.0,10555.0,7076597.0,3997105.0,3079492.0,19217.0
196,196,2021-07-25,4291304.0,2289142.0,2002162.0,11973.0,47816827.0,26856812.0,20956259.0,332762.0,30695523.0,24480530.0,6214626.0,350234.0,,,,,,,,12921.0,,,,,90131894.0,51124862.0,41369872.0,470432.0,,,,8521.0,7212766.0,4246097.0,2966669.0,56928.0,13943231.0,7969316.0,6298113.0,116452.0,2491535.0,1353234.0,1215354.0,10544.0,7090729.0,3998627.0,3092102.0,18576.0
197,197,2021-07-26,4303341.0,2290213.0,2013128.0,12384.0,48207965.0,26898464.0,21305448.0,327743.0,31103010.0,24724840.0,6377799.0,348664.0,,,,,,,,12921.0,,,,,90472653.0,51208929.0,41637739.0,464295.0,,,,8521.0,7276756.0,4259216.0,3017540.0,59890.0,14062045.0,7991027.0,6397172.0,114922.0,2507737.0,1363330.0,1222756.0,11302.0,7109586.0,4000658.0,3108928.0,18581.0
198,198,2021-07-27,4315151.0,2291418.0,2023733.0,12080.0,48486961.0,26934981.0,21547505.0,319722.0,31530930.0,24927200.0,6603354.0,345761.0,,,,,,,,12921.0,,,,,91029486.0,51321521.0,42094963.0,456606.0,1988805.0,1011640.0,977165.0,8521.0,7326965.0,4272862.0,3054103.0,66904.0,14173456.0,8013760.0,6488073.0,113319.0,2522855.0,1374242.0,1227943.0,11810.0,7128593.0,4002903.0,3125690.0,18716.0
199,199,2021-07-28,4329242.0,2292572.0,2036670.0,12069.0,48762276.0,26974027.0,21783373.0,303984.0,31990703.0,25181438.0,6808882.0,351487.0,,,,,,,,12921.0,,,,,91724749.0,51459125.0,42666338.0,447438.0,2001777.0,1017204.0,984573.0,9157.0,7387923.0,4284940.0,3102983.0,65116.0,14332252.0,8042366.0,6619591.0,121565.0,2539712.0,1385873.0,1233441.0,12354.0,7150438.0,4005421.0,3145017.0,18891.0
200,200,2021-07-29,4341543.0,2293927.0,2047616.0,11742.0,49032369.0,27013432.0,22013722.0,288087.0,32415361.0,25413845.0,7001128.0,356924.0,,,,,,,,12921.0,,,,,92306671.0,51580517.0,43141569.0,441170.0,2013988.0,1022453.0,991535.0,9684.0,7451849.0,4297226.0,3154623.0,64354.0,14480621.0,8066913.0,6744757.0,116235.0,2560766.0,1401432.0,1239397.0,12937.0,7170239.0,4007577.0,3162662.0,19016.0
201,201,2021-07-30,4349512.0,2294916.0,2054596.0,11065.0,49289950.0,27051996.0,22232428.0,274155.0,32842070.0,25632172.0,7209504.0,359689.0,,,,,,,,12921.0,,,,,92807615.0,51692494.0,43546455.0,430507.0,2024943.0,1026855.0,998088.0,10032.0,7527668.0,4307535.0,3220133.0,63736.0,14623734.0,8093163.0,6863207.0,113268.0,2577107.0,1411830.0,1246102.0,12989.0,7189771.0,4009611.0,3180160.0,18635.0
202,202,2021-07-31,4358325.0,2295923.0,2062402.0,10899.0,49471379.0,27077956.0,22387511.0,264494.0,33116539.0,25754592.0,7361549.0,364976.0,,,,,,,,12921.0,,,,,93003939.0,51753120.0,43694490.0,428145.0,2028136.0,1028258.0,999878.0,9270.0,7599075.0,4315981.0,3283094.0,63922.0,14710093.0,8109601.0,6934307.0,111582.0,2583395.0,1415128.0,1249985.0,13331.0,7208959.0,4011060.0,3197899.0,18909.0
203,203,2021-08-01,4362959.0,2296517.0,2066442.0,10236.0,49616532.0,27098523.0,22511850.0,257101.0,33283854.0,25828385.0,7455067.0,369762.0,,,,,,,,12921.0,,,,,93121774.0,51790437.0,43780895.0,427126.0,2030301.0,1029158.0,1001143.0,8363.0,7660369.0,4321976.0,3338393.0,63943.0,14722513.0,8111873.0,6944546.0,111326.0,2586246.0,1415919.0,1252401.0,13530.0,7227297.0,4012496.0,3214801.0,19510.0
204,204,2021-08-02,4371394.0,2297398.0,2073996.0,9722.0,49710647.0,27110955.0,22593297.0,214669.0,33700710.0,26005191.0,7695114.0,371100.0,,,,,,,,12921.0,,,,,93417150.0,51861448.0,44016314.0,420642.0,2038611.0,1032438.0,1006173.0,8332.0,7725687.0,4330777.0,3394910.0,64133.0,14829430.0,8131707.0,7032673.0,109626.0,2602262.0,1423253.0,1262057.0,13504.0,7245543.0,4014212.0,3231331.0,19422.0
205,205,2021-08-03,4381730.0,2298387.0,2083343.0,9511.0,49989091.0,27149857.0,22832510.0,214590.0,34108444.0,26213461.0,7894577.0,368216.0,,,,,,,,12921.0,,,,,93882182.0,51952692.0,44403227.0,407528.0,2050991.0,1037737.0,1013254.0,8884.0,7788551.0,4339926.0,3448625.0,65941.0,14923227.0,8154947.0,7105203.0,107110.0,2615095.0,1432227.0,1266787.0,13177.0,7265948.0,4016326.0,3249622.0,19622.0
206,206,2021-08-04,4391307.0,2299204.0,2092103.0,8866.0,50156034.0,27178543.0,22970427.0,199108.0,34525523.0,26392126.0,8132984.0,362117.0,,,,,,,,12921.0,,,,,94459004.0,52064754.0,44880630.0,390608.0,2063643.0,1043316.0,1020327.0,8838.0,7852334.0,4348033.0,3504301.0,66344.0,15041195.0,8187010.0,7192669.0,101278.0,2630957.0,1444229.0,1274191.0,13035.0,7287390.0,4018503.0,3268887.0,19565.0
207,207,2021-08-05,4399761.0,2300137.0,2099624.0,8317.0,50345364.0,27212837.0,23125079.0,187571.0,34955596.0,26545465.0,8409714.0,362891.0,,,,,,,,12921.0,,,,,94980487.0,52165982.0,45315181.0,381974.0,2076157.0,1048780.0,1027377.0,8881.0,7918275.0,4355635.0,3562640.0,66632.0,15157268.0,8212876.0,7284571.0,96664.0,2656346.0,1465344.0,1288837.0,13654.0,7306865.0,4020712.0,3286153.0,19518.0
208,208,2021-08-06,4406601.0,2301448.0,2105153.0,8156.0,50520641.0,27245008.0,23267702.0,175813.0,35369272.0,26676466.0,8692384.0,361029.0,,,,,,,,12921.0,,,,,95424644.0,52263433.0,45676984.0,373861.0,2088021.0,1053837.0,1034184.0,9011.0,7992540.0,4363512.0,3629028.0,66410.0,15269707.0,8238927.0,7372749.0,92282.0,2679495.0,1483851.0,1302009.0,14627.0,7328239.0,4022914.0,3305325.0,19781.0
209,209,2021-08-07,4414285.0,2302997.0,2111288.0,7994.0,50648214.0,27267957.0,23371737.0,168119.0,35647272.0,26748959.0,8897882.0,361533.0,,,,,,,,12921.0,,,,,95611036.0,52318125.0,45821301.0,372442.0,2091299.0,1055433.0,1035866.0,9023.0,8063326.0,4372154.0,3691172.0,66322.0,15329305.0,8260968.0,7411687.0,88459.0,2686022.0,1489628.0,1306875.0,14661.0,7348318.0,4024852.0,3323466.0,19908.0
210,210,2021-08-08,4419748.0,2304271.0,2115477.0,8113.0,50748242.0,27284667.0,23454726.0,161673.0,35808881.0,26782512.0,9025936.0,360718.0,,,,,,,,12921.0,,,,,95727418.0,52345955.0,45913713.0,372235.0,2093630.0,1056484.0,1037146.0,9047.0,8124664.0,4380448.0,3744216.0,66328.0,15336084.0,8262509.0,7417108.0,87653.0,2687235.0,1490775.0,1307789.0,14427.0,7368883.0,4026827.0,3342056.0,20227.0
211,211,2021-08-09,4424269.0,2305562.0,2118707.0,7554.0,50933683.0,27317545.0,23607045.0,174719.0,36199504.0,26893571.0,9305487.0,356971.0,,,,,,,,12921.0,,,,,96024017.0,52407359.0,46157673.0,372410.0,2102614.0,1060139.0,1042475.0,9143.0,8165881.0,4387592.0,3778289.0,62885.0,15406947.0,8281678.0,7470245.0,82502.0,2705274.0,1503853.0,1318790.0,14716.0,7387282.0,4029479.0,3357803.0,20248.0
212,212,2021-08-10,4430663.0,2307504.0,2123159.0,6990.0,51070117.0,27343839.0,23716717.0,154432.0,36569495.0,26996095.0,9572944.0,351579.0,,,,,,,,12921.0,,,,,96456588.0,52493913.0,46514861.0,367772.0,2114510.0,1065354.0,1049156.0,9074.0,8214582.0,4398621.0,3815961.0,60862.0,15487450.0,8297883.0,7536440.0,80603.0,2721794.0,1515401.0,1329135.0,15243.0,7409944.0,4034420.0,3375524.0,20571.0
213,213,2021-08-11,4437336.0,2309415.0,2127921.0,6576.0,51207067.0,27371466.0,23825594.0,150148.0,36981929.0,27087683.0,9893771.0,350915.0,,,,,,,,12921.0,,,,,97002621.0,52615549.0,46954729.0,363374.0,2126824.0,1070631.0,1056193.0,9026.0,8262021.0,4408835.0,3853186.0,58527.0,15564902.0,8314392.0,7598746.0,74815.0,2739973.0,1526734.0,1340625.0,15574.0,7433126.0,4039226.0,3393900.0,20819.0
214,214,2021-08-12,4443014.0,2310898.0,2132116.0,6179.0,51359334.0,27403699.0,23945201.0,144853.0,37374054.0,27166618.0,10206949.0,345494.0,,,,,1073302.0,680470.0,392832.0,12921.0,,,,,97478423.0,52735781.0,47328776.0,356848.0,2138659.0,1075464.0,1063195.0,8929.0,8306874.0,4417729.0,3889145.0,55514.0,15641535.0,8331547.0,7659578.0,69181.0,2762921.0,1540975.0,1355162.0,15225.0,7457001.0,4044950.0,3412051.0,21448.0
215,215,2021-08-13,4449090.0,2312341.0,2136749.0,6070.0,51506588.0,27437199.0,24058411.0,140850.0,37790411.0,27237253.0,10552634.0,345877.0,,,,,,,,16612.0,,,,,97904635.0,52851827.0,47658234.0,354284.0,2149134.0,1079476.0,1069658.0,8730.0,8363535.0,4428441.0,3935094.0,52999.0,15703149.0,8345784.0,7707787.0,61920.0,2782640.0,1552437.0,1367962.0,14735.0,7481073.0,4050011.0,3431062.0,21833.0
216,216,2021-08-14,4454567.0,2313528.0,2141039.0,5755.0,51622673.0,27460625.0,24150522.0,139208.0,38046487.0,27274150.0,10771805.0,342745.0,,,,,,,,20304.0,,,,,98101150.0,52919614.0,47802739.0,355731.0,2152638.0,1080799.0,1071839.0,8763.0,8419332.0,4439036.0,3980296.0,50858.0,15730882.0,8352604.0,7729381.0,57368.0,2786338.0,1555139.0,1370415.0,14331.0,7504743.0,4054842.0,3449901.0,22346.0
217,217,2021-08-15,4458832.0,2314713.0,2144119.0,5583.0,51720513.0,27479340.0,24229281.0,138896.0,38208855.0,27303908.0,10904414.0,342853.0,,,,,,,,23995.0,,,,,98219264.0,52957890.0,47889497.0,355978.0,2154824.0,1081636.0,1073188.0,8742.0,8457834.0,4446734.0,4011100.0,47596.0,15732936.0,8352899.0,7731167.0,56693.0,2787205.0,1555882.0,1371027.0,14281.0,7526299.0,4058482.0,3467817.0,22488.0
218,218,2021-08-16,4463059.0,2316668.0,2146391.0,5541.0,51884824.0,27512130.0,24360564.0,135877.0,38399662.0,27352461.0,11046658.0,314308.0,,,,,,,,27687.0,,,,,98486159.0,53041075.0,48086705.0,351735.0,2163959.0,1084693.0,1079266.0,8764.0,8484231.0,4454657.0,4029574.0,45479.0,15772893.0,8361106.0,7764055.0,52278.0,2807405.0,1566401.0,1385128.0,14590.0,7543875.0,4061687.0,3482188.0,22370.0
219,219,2021-08-17,4470306.0,2320165.0,2150141.0,5663.0,52021878.0,27540862.0,24468475.0,135966.0,38839104.0,27471233.0,11367313.0,324230.0,,,,,,,,31378.0,,,,,98849639.0,53155220.0,48351186.0,341864.0,2176168.0,1089066.0,1087102.0,8808.0,8505633.0,4461552.0,4044081.0,41579.0,15819200.0,8373546.0,7799590.0,47393.0,2824515.0,1574942.0,1396336.0,14674.0,7564227.0,4065970.0,3498257.0,22040.0
220,220,2021-08-18,4476942.0,2323425.0,2153517.0,5658.0,52146607.0,27570871.0,24562728.0,134220.0,39273735.0,27578772.0,11694363.0,327401.0,,,,,,,,35069.0,,,,,99274327.0,53292760.0,48656375.0,324529.0,2188957.0,,1094904.0,8876.0,8526659.0,4467595.0,4059064.0,37805.0,15871322.0,8385066.0,7841276.0,43774.0,2846770.0,1587100.0,1411568.0,15257.0,7581479.0,4068806.0,3512673.0,21193.0
221,221,2021-08-19,4483833.0,2327180.0,2156653.0,5831.0,52283603.0,27607885.0,24662167.0,132038.0,39699325.0,27695102.0,12003609.0,332182.0,,,,,1344627.0,951795.0,392832.0,38761.0,,,,,99609889.0,53413875.0,48888558.0,304495.0,2201084.0,,1102320.0,8918.0,8545813.0,4473159.0,4072654.0,34134.0,15920622.0,8394820.0,7881787.0,39870.0,2870489.0,1597856.0,1427988.0,15367.0,7598291.0,4071537.0,3526754.0,20184.0
222,222,2021-08-20,4490373.0,2330776.0,2159597.0,5898.0,52411450.0,27644554.0,24752920.0,129266.0,40134991.0,27814391.0,12319972.0,334940.0,,,,,1399797.0,980082.0,419715.0,41105.0,,,,,99953462.0,53546668.0,49120539.0,292690.0,2212854.0,,1109399.0,9103.0,8572284.0,4481227.0,4091057.0,29821.0,15963667.0,8404224.0,7916404.0,37217.0,2889267.0,1607294.0,1440407.0,15232.0,7617263.0,4075555.0,3541708.0,19456.0
223,223,2021-08-21,4496930.0,2334512.0,2162418.0,6052.0,52512549.0,27670230.0,24827798.0,127125.0,40392079.0,27868662.0,12522784.0,335085.0,,,,,,,,40826.0,,,,,100110257.0,53620339.0,49217459.0,287015.0,2216558.0,,1111648.0,9131.0,8593784.0,4488074.0,4105710.0,24922.0,15988495.0,8410973.0,7935050.0,36802.0,2892493.0,1609392.0,1442355.0,15165.0,7636443.0,4079496.0,3556947.0,18814.0
224,224,2021-08-22,4500692.0,2335573.0,2165119.0,5980.0,52590282.0,27688705.0,24886760.0,124253.0,40562023.0,27892049.0,12669340.0,336167.0,,,,,1473408.0,1048640.0,424768.0,40546.0,,,,,100204731.0,53660558.0,49277306.0,283638.0,2218947.0,,1113213.0,9160.0,8605727.0,4492064.0,4113663.0,21128.0,15991634.0,8411208.0,7937966.0,36957.0,2893057.0,1609811.0,1442755.0,15122.0,7654740.0,4082698.0,3572042.0,18349.0
225,225,2021-08-23,4505822.0,2339253.0,2166569.0,6109.0,52711221.0,27718645.0,24977514.0,118057.0,40970186.0,28014317.0,12955222.0,367218.0,,,,,,,,46921.0,,,,,100438344.0,53752656.0,49432146.0,278884.0,2228826.0,,1119571.0,9267.0,8622275.0,4496807.0,4125468.0,19721.0,16032744.0,8419932.0,7971282.0,37122.0,2908832.0,1617772.0,1453626.0,14490.0,7672697.0,4085552.0,3587145.0,18403.0
226,226,2021-08-24,4512729.0,2343371.0,2169358.0,6060.0,52827253.0,27750164.0,25061592.0,115054.0,41418757.0,28106159.0,13311930.0,368522.0,,,,,,,,53296.0,,,,,100736970.0,53874642.0,49624535.0,269619.0,2242559.0,,1128101.0,9484.0,8636133.0,4500781.0,4135352.0,18643.0,16072739.0,8428349.0,8004515.0,36220.0,2922590.0,1623939.0,1462935.0,14011.0,7692323.0,4088894.0,3603429.0,18299.0
227,227,2021-08-25,4518499.0,2347000.0,2171499.0,5937.0,52932078.0,27785144.0,25130993.0,112210.0,41844913.0,28181108.0,13663128.0,367311.0,,,,,1723562.0,1242465.0,481097.0,59671.0,,,,,101080137.0,54016373.0,49843699.0,257973.0,2256350.0,,1136584.0,9628.0,8649939.0,4505132.0,4144807.0,17611.0,16116471.0,8438348.0,8039388.0,35021.0,2938342.0,1631691.0,1473433.0,13082.0,7709982.0,4092295.0,3617687.0,18358.0
228,228,2021-08-26,4524205.0,2349268.0,2174937.0,5767.0,53054685.0,27825302.0,25212942.0,110155.0,42287089.0,28253870.0,14032526.0,369681.0,,,,,,,,70231.0,,,,,101381442.0,54150123.0,50028678.0,253079.0,2269759.0,,1144803.0,9811.0,8663163.0,4509052.0,4154111.0,16764.0,16165578.0,8448729.0,8079003.0,34994.0,2956638.0,1639775.0,1485699.0,12307.0,7724945.0,4095463.0,3629482.0,18093.0
229,229,2021-08-27,4529190.0,2351045.0,2178145.0,5545.0,53169890.0,27864937.0,25288011.0,108349.0,42754157.0,28331372.0,14422066.0,374167.0,,,,,,,,78446.0,,,,,101635170.0,54264623.0,50185370.0,240244.0,2282245.0,,1152656.0,9913.0,8682535.0,4514673.0,4167862.0,15750.0,16205309.0,8456124.0,8112172.0,34520.0,2973368.0,1647467.0,1497104.0,12014.0,7738943.0,4098078.0,3640865.0,17383.0
230,230,2021-08-28,4531581.0,2351928.0,2179653.0,4950.0,53250502.0,27889979.0,25342990.0,105422.0,42997534.0,28373834.0,14622968.0,372208.0,,,,,,,,89286.0,,,,,101772849.0,54335560.0,50266161.0,237513.0,2286175.0,,1155078.0,9945.0,8699344.0,4519288.0,4180056.0,15080.0,16240130.0,8463391.0,8140233.0,35948.0,2975802.0,1649044.0,1498488.0,11901.0,7756598.0,4101311.0,3655287.0,17165.0
231,231,2021-08-29,4532928.0,2352706.0,2180222.0,4605.0,53318129.0,27909420.0,25390677.0,103978.0,43166244.0,28395778.0,14769730.0,372032.0,,,,,2174283.0,1513881.0,660402.0,100125.0,,,,,101858347.0,54373205.0,50319663.0,236231.0,2288715.0,,1156729.0,9967.0,8709715.0,4521924.0,4187791.0,14855.0,16241571.0,8463482.0,8141593.0,35705.0,2976262.0,1649389.0,1498718.0,11886.0,7771728.0,4103687.0,3668041.0,16713.0
232,232,2021-08-30,4533090.0,2352754.0,2180336.0,3895.0,53441516.0,27952530.0,25470637.0,104328.0,43583595.0,28487926.0,15094918.0,373344.0,,,,,,,,95278.0,,,,,102050812.0,54458095.0,50437880.0,230353.0,2299118.0,,1163504.0,10042.0,8722333.0,4526031.0,4196302.0,14294.0,16274133.0,8470081.0,8168278.0,34484.0,2989767.0,1654878.0,1508187.0,11562.0,7787169.0,4106408.0,3680761.0,16353.0
233,233,2021-08-31,4536358.0,2354057.0,2182301.0,3376.0,53523195.0,27981794.0,25522625.0,99420.0,44043112.0,28584629.0,15457717.0,374908.0,,,,,,,,90430.0,,,,,102294824.0,54569865.0,50580605.0,222551.0,2312605.0,,1172184.0,10007.0,8736106.0,4529903.0,4206203.0,14282.0,16313669.0,8481402.0,8198062.0,34419.0,3000672.0,1659947.0,1515367.0,11155.0,7799870.0,4108804.0,3691066.0,15364.0
234,234,2021-09-01,4539655.0,2355999.0,2183656.0,3022.0,53620885.0,28016422.0,25584928.0,98401.0,44498347.0,28667028.0,15830537.0,379062.0,,,,,,,,85583.0,,,,,102591473.0,54696124.0,50750275.0,215905.0,2324643.0,,1180497.0,9756.0,8748781.0,4533714.0,4215067.0,14120.0,16335225.0,8488168.0,8213807.0,31251.0,3011116.0,1664788.0,1522033.0,10396.0,7810763.0,4111513.0,3699250.0,14397.0
235,235,2021-09-02,4544842.0,2358138.0,2186704.0,2948.0,53715070.0,28054857.0,25639587.0,94341.0,44945956.0,28745869.0,16199296.0,379838.0,,,,,,,,76550.0,,,,,102849777.0,54809183.0,50892419.0,209762.0,2336831.0,,1188377.0,9582.0,8760830.0,4537429.0,4223401.0,13952.0,16352501.0,8494566.0,8225505.0,26703.0,3024854.0,1670562.0,1531228.0,9745.0,7823880.0,4114552.0,3709328.0,14134.0
236,236,2021-09-03,4548821.0,2359817.0,2189004.0,2804.0,53824217.0,28101251.0,25700670.0,93475.0,45380124.0,28810935.0,16568385.0,375138.0,,,,,,,,67518.0,,,,,103097537.0,54916401.0,51031564.0,208910.0,2349025.0,,1196017.0,9540.0,8778691.0,4542155.0,4236536.0,13737.0,16377567.0,8502618.0,8243548.0,24608.0,3036991.0,1675453.0,1539022.0,9089.0,7834734.0,4117147.0,3717587.0,13684.0
237,237,2021-09-04,4551520.0,2361119.0,2190401.0,2848.0,53906210.0,28134625.0,25747556.0,93673.0,45675921.0,28850287.0,16824825.0,382627.0,,,,,,,,58485.0,,,,,103205850.0,54965260.0,51096250.0,204714.0,2352395.0,,1198196.0,9460.0,8796000.0,4545954.0,4250046.0,13808.0,16407966.0,8513429.0,8264147.0,23977.0,3039301.0,1676967.0,1540289.0,9071.0,7848731.0,4121962.0,3726769.0,13162.0
238,238,2021-09-05,4553232.0,2361787.0,2191445.0,2901.0,53968230.0,28158059.0,25784916.0,92872.0,45872427.0,28866850.0,17004762.0,386598.0,,,,,,,,49453.0,,,,,103270643.0,54993832.0,51134345.0,201757.0,2354543.0,,1199588.0,9404.0,8807154.0,4548122.0,4259032.0,13920.0,16409406.0,8514519.0,8264577.0,23976.0,3039544.0,1677080.0,1540422.0,9040.0,7863025.0,4126263.0,3736762.0,13042.0
239,239,2021-09-06,4554921.0,2362580.0,2192341.0,3119.0,54004801.0,28172678.0,25806079.0,80469.0,46313495.0,28918311.0,17394360.0,389986.0,,,,,2569906.0,1662759.0,907147.0,49453.0,,,,,103426175.0,55058355.0,51218962.0,196480.0,2356197.0,,1200713.0,8154.0,8817464.0,4551409.0,4266055.0,13590.0,16415885.0,8517336.0,8268640.0,20250.0,3049673.0,1680980.0,1547400.0,8558.0,7871824.0,4128998.0,3742826.0,12094.0
240,240,2021-09-07,4557698.0,2363623.0,2194075.0,3049.0,54107192.0,28214616.0,25865904.0,83428.0,46776521.0,28972715.0,17803016.0,390487.0,,,,,,,,45050.0,,,,,103649967.0,55151334.0,51337797.0,193592.0,2367564.0,,1209100.0,7851.0,8827097.0,4554769.0,4272328.0,12999.0,16425911.0,8521258.0,8275338.0,16035.0,3059107.0,1684936.0,1553472.0,8348.0,7880608.0,4130841.0,3749767.0,11534.0
